,Entry Time,Entry Price,Direction,Stop Loss,Take Profit,Exit Time,Exit Price,Profit
0,2024-11-05 00:00:00,67850.01,Long,62286.30918,70496.16038999999,2024-11-05 16:00:00,70496.16038999999,3.8999999999999932
1,2024-11-05 20:00:00,68995.99,Short,74653.66118000001,66305.14639000001,2024-11-06 03:00:00,74653.66118000001,-8.200000000000006
2,2024-11-06 11:00:00,73830.01,Short,79884.07082,70950.63961,2024-11-08 05:00:00,75975.32,-2.905742529359013
3,2024-11-12 10:00:00,87630.89,Short,94816.62298,84213.28529,2024-11-13 19:00:00,90193.51,-2.9243341018218523
4,2024-11-13 20:00:00,90193.5,Short,97589.36700000001,86675.9535,2024-11-14 02:00:00,90104.01,0.09922001031117014
5,2024-11-16 00:00:00,91032.08,Short,98496.71056,87481.82888,2024-11-18 06:00:00,92061.84,-1.1312056145481844
6,2024-11-18 10:00:00,91710.59,Short,99230.85838,88133.87698999999,2024-11-18 11:00:00,90275.13,1.5652063736586932
7,2024-11-19 22:00:00,92196.82,Short,99756.95924000001,88601.14402,2024-11-21 09:00:00,97613.24,-5.874844707225257
8,2024-11-21 13:00:00,97317.93,Short,105298.00026,93522.53072999998,2024-11-22 00:00:00,97987.57,-0.6880951947909435
