timestamp,Open,High,Low,Close,Volume
2024-12-07 17:00:00,0.9991,0.9993,0.999,0.9993,997.0
2024-12-07 18:00:00,0.9992,0.9993,0.9989,0.999,19372.0
2024-12-07 19:00:00,0.9989,0.9993,0.9989,0.9992,1201.0
2024-12-07 20:00:00,0.9992,0.9993,0.9991,0.9993,1284.0
2024-12-07 21:00:00,0.9992,0.9994,0.999,0.9992,171300.0
2024-12-07 22:00:00,0.9992,0.9993,0.999,0.999,36906.0
2024-12-07 23:00:00,0.9991,0.9992,0.999,0.9991,343.0
2024-12-08 00:00:00,0.9991,0.9994,0.9991,0.9994,108978.0
2024-12-08 01:00:00,0.9993,0.9993,0.9992,0.9993,124.0
2024-12-08 02:00:00,0.9992,0.9993,0.9992,0.9993,167.0
2024-12-08 03:00:00,0.9992,0.9994,0.9992,0.9994,179.0
2024-12-08 04:00:00,0.9993,0.9994,0.9993,0.9993,204.0
2024-12-08 05:00:00,0.9993,0.9993,0.9993,0.9993,21.0
2024-12-08 06:00:00,0.9994,0.9994,0.9994,0.9994,199.0
2024-12-08 07:00:00,0.9994,0.9997,0.9994,0.9997,400.0
2024-12-08 08:00:00,0.9994,0.9995,0.9993,0.9995,1304.0
2024-12-08 09:00:00,0.9994,0.9996,0.9994,0.9994,245.0
2024-12-08 10:00:00,0.9994,0.9995,0.9994,0.9994,8067.0
2024-12-08 11:00:00,0.9994,0.9995,0.9994,0.9994,10776.0
2024-12-08 12:00:00,0.9994,0.9995,0.9994,0.9995,207.0
2024-12-08 13:00:00,0.9995,0.9995,0.9994,0.9994,83.0
2024-12-08 14:00:00,0.9995,0.9995,0.996,0.9994,21030.0
2024-12-08 15:00:00,0.9994,0.9995,0.9993,0.9995,3407.0
2024-12-08 16:00:00,0.9996,0.9997,0.9995,0.9997,2103.0
2024-12-08 17:00:00,0.9997,0.9997,0.9995,0.9997,1990.0
2024-12-08 18:00:00,0.9996,0.9996,0.9996,0.9996,46.0
2024-12-08 19:00:00,0.9997,0.9997,0.9996,0.9997,216.0
2024-12-08 20:00:00,0.9996,0.9997,0.9995,0.9997,2625.0
2024-12-08 21:00:00,0.9997,0.9997,0.9996,0.9996,165.0
2024-12-08 22:00:00,0.9996,0.9996,0.9996,0.9996,0.0
2024-12-08 23:00:00,0.9996,0.9996,0.9996,0.9996,0.0
2024-12-09 00:00:00,0.9995,0.9997,0.9991,0.9996,104565.0
2024-12-09 01:00:00,0.9996,0.9996,0.9995,0.9995,4503.0
2024-12-09 02:00:00,0.9995,0.9997,0.9995,0.9997,3455.0
2024-12-09 03:00:00,0.9998,0.9998,0.9996,0.9996,4016.0
2024-12-09 04:00:00,0.9997,0.9997,0.9996,0.9996,61857.0
2024-12-09 05:00:00,0.9996,0.9996,0.9996,0.9996,892.0
2024-12-09 06:00:00,0.9996,0.9997,0.9996,0.9997,62.0
2024-12-09 07:00:00,0.9996,0.9999,0.9996,0.9998,21755.0
2024-12-09 08:00:00,0.9998,1.0,0.9996,1.0,81539.0
2024-12-09 09:00:00,1.0,1.0003,0.9999,1.0002,6665.0
2024-12-09 10:00:00,1.0001,1.0049,1.0001,1.0031,435244.0
2024-12-09 11:00:00,1.0031,1.005,1.0003,1.0008,1649848.0
2024-12-09 12:00:00,1.0007,1.0016,1.0004,1.0006,18328.0
2024-12-09 13:00:00,1.0006,1.0017,1.0003,1.0005,41723.0
2024-12-09 14:00:00,1.0005,1.001,1.0002,1.0002,26698.0
2024-12-09 15:00:00,1.0002,1.0006,1.0002,1.0005,12887.0
2024-12-09 16:00:00,1.0006,1.001,1.0004,1.001,8611.0
2024-12-09 17:00:00,1.0009,1.0014,1.0004,1.0009,8126.0
2024-12-09 18:00:00,1.0009,1.0009,1.0002,1.0003,34250.0
2024-12-09 19:00:00,1.0002,1.001,1.0001,1.001,7716.0
2024-12-09 20:00:00,1.0009,1.001,1.0002,1.0005,7081.0
2024-12-09 21:00:00,1.0005,1.0011,1.0,1.0002,37315.0
2024-12-09 22:00:00,1.0003,1.0003,0.9995,0.9999,65562.0
2024-12-09 23:00:00,0.9999,0.9999,0.9997,0.9998,3115.0
2024-12-10 00:00:00,0.9997,1.0009,0.9996,1.0003,20457.0
2024-12-10 01:00:00,1.0003,1.0011,1.0002,1.0011,18193.0
2024-12-10 02:00:00,1.0011,1.0011,0.9999,1.001,28728.0
2024-12-10 03:00:00,1.001,1.001,0.9996,0.9998,40940.0
2024-12-10 04:00:00,0.9998,1.0008,0.9996,1.0002,5351.0
2024-12-10 05:00:00,1.0002,1.0002,0.9998,0.9998,10175.0
2024-12-10 06:00:00,0.9998,1.0001,0.9998,1.0001,2760.0
2024-12-10 07:00:00,1.0001,1.0011,1.0001,1.0003,21298.0
2024-12-10 08:00:00,1.0003,1.0009,1.0001,1.0002,3751.0
2024-12-10 09:00:00,1.0002,1.0008,1.0001,1.0005,4034.0
2024-12-10 10:00:00,1.0004,1.0006,1.0001,1.0002,6442.0
2024-12-10 11:00:00,1.0002,1.0005,1.0001,1.0001,8156.0
2024-12-10 12:00:00,1.0001,1.001,0.9998,1.0003,112095.0
2024-12-10 13:00:00,1.0003,1.0007,1.0002,1.0002,14325.0
2024-12-10 14:00:00,1.0002,1.0008,1.0002,1.0002,17473.0
2024-12-10 15:00:00,1.0002,1.0002,0.9997,0.9997,9009.0
2024-12-10 16:00:00,0.9997,0.9999,0.9997,0.9999,687.0
2024-12-10 17:00:00,0.9999,1.0,0.9997,1.0,3875.0
2024-12-10 18:00:00,1.0,1.0013,0.9998,1.0006,1004881.0
2024-12-10 19:00:00,1.0005,1.0013,1.0001,1.0006,9364.0
2024-12-10 20:00:00,1.0005,1.001,1.0001,1.001,376.0
2024-12-10 21:00:00,1.001,1.001,1.0002,1.0002,1454.0
2024-12-10 22:00:00,1.0003,1.001,1.0002,1.0006,1716.0
2024-12-10 23:00:00,1.0006,1.0007,1.0005,1.0006,343.0
2024-12-11 00:00:00,1.0007,1.0007,1.0002,1.0002,1786.0
2024-12-11 01:00:00,1.0002,1.0003,0.9996,0.9999,20672.0
2024-12-11 02:00:00,0.9999,1.0001,0.9986,0.9993,73883.0
2024-12-11 03:00:00,0.9993,0.9998,0.9993,0.9998,61862.0
2024-12-11 04:00:00,0.9998,0.9999,0.9998,0.9999,571.0
2024-12-11 05:00:00,0.9999,1.0013,0.9996,0.9998,88346.0
2024-12-11 06:00:00,0.9998,1.0007,0.9998,1.0002,10343.0
2024-12-11 07:00:00,1.0002,1.0007,0.9998,1.0002,54903.0
2024-12-11 08:00:00,1.0002,1.0008,0.9999,1.0002,56449.0
2024-12-11 09:00:00,1.0002,1.0008,1.0002,1.0006,29399.0
2024-12-11 10:00:00,1.0005,1.0011,1.0005,1.001,23250.0
2024-12-11 11:00:00,1.001,1.0011,1.0002,1.0003,6792.0
2024-12-11 12:00:00,1.0003,1.0006,1.0002,1.0005,9924.0
2024-12-11 13:00:00,1.0006,1.0007,1.0002,1.0005,32823.0
2024-12-11 14:00:00,1.0004,1.0005,1.0002,1.0002,9988.0
2024-12-11 15:00:00,1.0003,1.0009,1.0002,1.0003,11598.0
2024-12-11 16:00:00,1.0003,1.0022,1.0002,1.0005,170859.0
2024-12-11 17:00:00,1.0005,1.0008,0.9999,0.9999,238851.0
2024-12-11 18:00:00,1.0,1.0017,0.9999,1.0,106220.0
2024-12-11 19:00:00,1.0001,1.0003,1.0,1.0002,97699.0
2024-12-11 20:00:00,1.0002,1.0008,1.0002,1.0008,3600.0
2024-12-11 21:00:00,1.0008,1.0009,0.9998,0.9999,28619.0
2024-12-11 22:00:00,0.9999,0.9999,0.9997,0.9998,5664.0
2024-12-11 23:00:00,0.9998,0.9998,0.9996,0.9997,3561.0
2024-12-12 00:00:00,0.9997,1.0001,0.9996,1.0001,1440.0
2024-12-12 01:00:00,1.0001,1.0007,1.0,1.0004,2138.0
2024-12-12 02:00:00,1.0004,1.0006,1.0002,1.0006,6965.0
2024-12-12 03:00:00,1.0006,1.0006,0.9999,1.0003,15655.0
2024-12-12 04:00:00,1.0003,1.0004,0.9998,1.0,17971.0
2024-12-12 05:00:00,1.0003,1.0003,0.9999,1.0003,21495.0
2024-12-12 06:00:00,1.0003,1.0005,0.9999,1.0004,32525.0
2024-12-12 07:00:00,1.0005,1.0008,1.0005,1.0006,48806.0
2024-12-12 08:00:00,1.0006,1.001,1.0004,1.0008,51409.0
2024-12-12 09:00:00,1.0008,1.0009,1.0007,1.0007,21699.0
2024-12-12 10:00:00,1.0007,1.0007,0.9999,1.0001,39520.0
2024-12-12 11:00:00,1.0002,1.0005,1.0001,1.0002,17645.0
2024-12-12 12:00:00,1.0002,1.0008,1.0002,1.0004,11197.0
2024-12-12 13:00:00,1.0004,1.0006,1.0003,1.0004,12346.0
2024-12-12 14:00:00,1.0004,1.0007,1.0003,1.0004,16593.0
2024-12-12 15:00:00,1.0007,1.0018,1.0003,1.0008,215452.0
2024-12-12 16:00:00,1.0008,1.0008,1.0007,1.0008,2539.0
2024-12-12 17:00:00,1.0008,1.0008,1.0004,1.0005,5993.0
2024-12-12 18:00:00,1.0005,1.0007,1.0005,1.0005,1466.0
2024-12-12 19:00:00,1.0005,1.0006,1.0003,1.0005,1660.0
2024-12-12 20:00:00,1.0004,1.0004,1.0003,1.0003,299.0
2024-12-12 21:00:00,1.0003,1.0006,1.0003,1.0005,2909.0
2024-12-12 22:00:00,1.0004,1.0005,1.0004,1.0004,165.0
2024-12-12 23:00:00,1.0004,1.0005,1.0004,1.0004,677.0
2024-12-13 00:00:00,1.0004,1.0005,1.0004,1.0004,66.0
2024-12-13 01:00:00,1.0004,1.0005,1.0004,1.0004,114.0
2024-12-13 02:00:00,1.0004,1.0005,1.0004,1.0004,6040.0
2024-12-13 03:00:00,1.0004,1.0005,1.0004,1.0004,30.0
2024-12-13 04:00:00,1.0004,1.0005,1.0004,1.0005,10889.0
2024-12-13 05:00:00,1.0004,1.0005,1.0004,1.0004,21088.0
2024-12-13 06:00:00,1.0005,1.0005,1.0004,1.0004,142.0
2024-12-13 07:00:00,1.0004,1.0005,1.0004,1.0004,218.0
2024-12-13 08:00:00,1.0005,1.0005,1.0004,1.0004,5598.0
2024-12-13 09:00:00,1.0005,1.0006,1.0004,1.0005,13462.0
2024-12-13 10:00:00,1.0006,1.0006,1.0005,1.0005,11149.0
2024-12-13 11:00:00,1.0006,1.0006,1.0004,1.0004,18199.0
2024-12-13 12:00:00,1.0005,1.0005,1.0,1.0004,63110.0
2024-12-13 13:00:00,1.0004,1.0004,1.0001,1.0001,18963.0
2024-12-13 14:00:00,1.0001,1.0002,1.0,1.0001,95733.0
2024-12-13 15:00:00,1.0002,1.0003,1.0001,1.0001,11710.0
2024-12-13 16:00:00,1.0001,1.001,1.0001,1.0007,204660.0
2024-12-13 17:00:00,1.0007,1.0008,1.0007,1.0008,2091.0
2024-12-13 18:00:00,1.0008,1.0008,1.0007,1.0007,3741.0
2024-12-13 19:00:00,1.0007,1.0008,1.0003,1.0005,2251.0
2024-12-13 20:00:00,1.0005,1.0005,1.0002,1.0002,3268.0
2024-12-13 21:00:00,1.0002,1.0003,1.0002,1.0002,129.0
2024-12-13 22:00:00,1.0002,1.0003,1.0002,1.0003,325.0
2024-12-13 23:00:00,1.0003,1.0007,1.0003,1.0003,20279.0
2024-12-14 00:00:00,1.0003,1.0011,1.0003,1.0005,8212.0
2024-12-14 01:00:00,1.0005,1.0006,1.0003,1.0004,7174.0
2024-12-14 02:00:00,1.0004,1.0004,1.0002,1.0003,7397.0
2024-12-14 03:00:00,1.0004,1.0004,1.0004,1.0004,140.0
2024-12-14 04:00:00,1.0003,1.0004,1.0003,1.0004,5293.0
